6117
1006.1111	30941.3889
1016.6667	31416.6667
1016.6667	31633.3333
1016.6667	31833.3333
1023.8889	30700
1033.3333	30933.3333
1033.3333	31833.3333
1036.1111	30691.6667
1049.1667	30701.1111
1050	30783.3333
1050	31533.3333
1056.6667	30728.8889
1063.0556	30670.2778
1066.6667	31400
1066.6667	31750
1075	30821.6667
1075.8333	30771.6667
1083.3333	30450
1083.3333	30833.3333
1083.3333	30850
1083.3333	31733.3333
1083.3333	31800
1100	30500
1100	31650
1100	34050
1108.6111	30673.6111
1116.6667	30566.6667
1118.6111	30831.1111
1126.1111	30948.3333
1133.3333	33983.3333
1140.8333	30946.6667
1143.3333	30663.3333
1150	30516.6667
1150	31400
1150	31633.3333
1150	31766.6667
1150	31850
1150	34283.3333
1166.6667	31433.3333
1166.6667	31483.3333
1166.6667	31833.3333
1183.3333	31000
1183.3333	31216.6667
1183.3333	34333.3333
1188.0556	30996.1111
1193.8889	30997.7778
1198.8889	30643.3333
1200	30650
1200	31450
1200	31833.3333
1200	34250
1205	30609.1667
1216.6667	31400
1216.6667	31633.3333
1216.6667	31650
1216.6667	31700
1225.2778	30711.6667
1225.5556	30671.6667
1232.7778	30940
1233.3333	30550
1233.3333	30850
1233.3333	31550
1233.3333	31750
1233.3333	31800
1233.3333	34433.3333
1242.5	30950.2778
1249.4444	30679.4444
1250	30683.3333
1250	30883.3333
1250	31650
1250	31833.3333
1250.2778	30640
1259.4444	30950.5556
1260.2778	30689.4444
1261.9444	30923.0556
1266.6667	31100
1266.6667	31416.6667
1266.6667	31800
1266.6667	34150
1266.6667	34200
1271.9444	30610.5556
1273.8889	30690.5556
1275.2778	30645.5556
1280.2778	30708.8889
1282.2222	30688.8889
1283.3333	31083.3333
1283.3333	31283.3333
1283.3333	34500
1290.5556	30858.6111
1300	30550
1300	30700
1300	30816.6667
1300	30933.3333
1300	31733.3333
1300	31750
1300	34016.6667
1300	34433.3333
1301.3889	30955.5556
1307.2222	30829.1667
1316.6667	30650
1316.6667	30716.6667
1316.6667	31750
1316.6667	34216.6667
1316.6667	34283.3333
1316.6667	34583.3333
1333.3333	30716.6667
1333.3333	31750
1333.3333	31800
1333.3333	31816.6667
1333.3333	33850
1333.3333	34333.3333
1333.8889	30926.9444
1343.6111	30929.1667
1350	30800
1350	30933.3333
1350	31483.3333
1350	31500
1350	33816.6667
1350	33966.6667
1350	34133.3333
1350	34366.6667
1350	34450
1350	34466.6667
1360.8333	30949.4444
1366.6667	31550
1366.6667	31600
1366.6667	34166.6667
1368.8889	30771.6667
1371.9444	30793.6111
1383.3333	30800
1383.3333	31700
1383.3333	34266.6667
1383.3333	34416.6667
1383.3333	34466.6667
1389.1667	30804.4444
1389.1667	30910.2778
1400	31400
1400	31733.3333
1400	31783.3333
1400	34133.3333
1400	34566.6667
1400	34650
1400	34733.3333
1400.8333	30878.8889
1410.2778	30761.9444
1412.7778	30799.4444
1413.3333	30935.5556
1416.6667	31150
1416.6667	31766.6667
1416.6667	31783.3333
1416.6667	33966.6667
1416.6667	34016.6667
1416.6667	34250
1418.0556	30911.1111
1420.2778	30845
1431.3889	30843.6111
1433.3333	31766.6667
1433.3333	34266.6667
1434.7222	30910
1450	30833.3333
1450	31616.6667
1450	31733.3333
1450	34200
1455.2778	30859.7222
1458.6111	30782.2222
1463.8889	30837.5
1466.6667	31183.3333
1466.6667	31416.6667
1466.6667	31716.6667
1466.6667	33866.6667
1476.3889	30913.0556
1476.9444	30928.0556
1477.2222	30858.6111
1478.8889	30890
1480	30854.7222
1483.3333	34550
1486.3889	30888.8889
1498.8889	30886.6667
1500	30816.6667
1500	30883.3333
1500	30916.6667
1500	33700
1500	33733.3333
1500	33766.6667
1500	33783.3333
1500	33800
1500	34550
1503.3333	31109.1667
1505.2778	30851.3889
1507.5	31148.8889
1511.9444	30941.9444
1515.5556	31127.5
1516.6667	33950
1520	31156.6667
1523.0556	31107.7778
1529.7222	31130.5556
1533.0556	31155
1533.3333	31583.3333
1533.3333	33700
1533.3333	33833.3333
1533.3333	33866.6667
1533.3333	34483.3333
1536.1111	30841.9444
1542.7778	30851.9444
1550	30783.3333
1550	31150
1550	31250
1550	31700
1550	33633.3333
1550	34466.6667
1550.2778	31073.3333
1563.3333	31121.1111
1565	31145.8333
1566.6667	31483.3333
1566.6667	33666.6667
1566.6667	33883.3333
1570.2778	31065.2778
1570.5556	31175.2778
1578.8889	31148.3333
1580.8333	31132.2222
1581.9444	31147.7778
1583.3333	30950
1583.3333	31516.6667
1583.3333	31616.6667
1583.3333	33733.3333
1583.3333	33900
1583.3333	33966.6667
1583.3333	34416.6667
1586.6667	31174.1667
1588.3333	31143.0556
1600	30883.3333
1600	30916.6667
1600	31533.3333
1600	31600
1600	34200
1603.3333	31141.3889
1606.3889	30936.1111
1616.6667	31716.6667
1616.6667	33700
1616.6667	34000
1631.1111	30949.1667
1633.3333	30933.3333
1633.3333	34333.3333
1633.3333	34350
1635.2778	31158.8889
1650	31500
1650	31583.3333
1650	31716.6667
1650	33716.6667
1650	33816.6667
1650	33983.3333
1650	34100
1650	34116.6667
1652.2222	30973.3333
1666.6667	33566.6667
1677.5	31158.0556
1679.7222	31116.1111
1683.3333	30850
1683.3333	33550
1683.3333	33633.3333
1683.3333	33700
1683.3333	33733.3333
1691.3889	31103.8889
1699.4444	30982.2222
1700	30950
1700	30983.3333
1700	31566.6667
1700	33566.6667
1700	33583.3333
1700	33666.6667
1700	33816.6667
1700	34283.3333
1706.3889	31155.8333
1707.2222	31180.2778
1711.6667	31106.9444
1712.7778	31122.2222
1716.6667	30916.6667
1716.6667	31466.6667
1716.6667	31850
1716.6667	33683.3333
1716.6667	33850
1716.6667	33950
1716.6667	33966.6667
1716.6667	33983.3333
1718.6111	31161.3889
1722.5	30911.9444
1723.6111	31142.7778
1725	31111.6667
1728.3333	31041.6667
1730.2778	30965.2778
1733.0556	31113.8889
1733.3333	30833.3333
1733.3333	31616.6667
1733.3333	31716.6667
1733.3333	33650
1733.3333	33666.6667
1733.3333	33700
1735.2778	31000.8333
1738.0556	30893.8889
1738.8889	31133.8889
1742.7778	30972.7778
1749.1667	30994.1667
1749.7222	30983.8889
1750	31450
1750	31716.6667
1750	33716.6667
1750	34016.6667
1766.6667	31550
1766.6667	33666.6667
1766.6667	33833.3333
1766.6667	33966.6667
1766.6667	34083.3333
1773.6111	30981.3889
1783.3333	30966.6667
1783.3333	31550
1783.3333	33566.6667
1783.3333	33616.6667
1793.6111	30978.3333
1800	31083.3333
1800	33050
1800	33416.6667
1800	33550
1800	33566.6667
1800	34033.3333
1800	34100
1810.5556	30956.1111
1816.3889	30951.9444
1816.6667	31666.6667
1816.6667	33016.6667
1816.6667	33033.3333
1816.6667	33833.3333
1816.6667	34116.6667
1822.5	31132.2222
1833.3333	31550
1833.3333	31666.6667
1833.3333	33083.3333
1833.3333	33333.3333
1833.3333	33516.6667
1833.3333	33833.3333
1833.3333	34416.6667
1833.8889	30870
1850	33016.6667
1850	33066.6667
1850	33416.6667
1850	33950
1850	34000
1850	34700
1866.6667	31133.3333
1866.6667	33016.6667
1866.6667	33066.6667
1866.6667	33766.6667
1866.6667	33933.3333
1866.6667	34033.3333
1883.3333	31650
1883.3333	31683.3333
1883.3333	32933.3333
1883.3333	33033.3333
1883.3333	33383.3333
1883.3333	33466.6667
1883.3333	33700
1900	30883.3333
1900	31116.6667
1900	31433.3333
1900	33350
1900	33466.6667
1900	33950
1900	34000
1900	34016.6667
1900	35550
1916.6667	31633.3333
1916.6667	33350
1916.6667	34050
1933.3333	32916.6667
1933.3333	32933.3333
1933.3333	34000
1950	31533.3333
1950	32850
1950	32916.6667
1950	32933.3333
1950	33850
1950	33933.3333
1950	34200
1950	34650
1950	35700
1966.6667	32900
1966.6667	32950
1966.6667	33033.3333
1966.6667	33100
1983.3333	32916.6667
1983.3333	33000
1983.3333	33016.6667
1983.3333	33100
1983.3333	33383.3333
1983.3333	35583.3333
2000	32883.3333
2000	32983.3333
2000	33083.3333
2000	33916.6667
2000	33950
2000	34100
2000	34333.3333
2000	34400
2016.6667	31366.6667
2016.6667	33050
2021.9444	31260
2033.3333	32850
2033.3333	32950
2033.3333	33083.3333
2033.3333	33100
2033.3333	33316.6667
2033.3333	33400
2033.3333	33433.3333
2050	30900
2050	31683.3333
2050	32883.3333
2050	32916.6667
2050	32950
2050	33300
2050	33400
2050	33866.6667
2050	35616.6667
2066.6667	33016.6667
2066.6667	33050
2066.6667	33116.6667
2066.6667	33333.3333
2066.6667	34616.6667
2066.6667	35533.3333
2083.3333	31516.6667
2083.3333	32916.6667
2083.3333	33000
2083.3333	33050
2083.3333	33716.6667
2083.3333	33883.3333
2100	31600
2100	33033.3333
2100	33066.6667
2100	33200
2100	33233.3333
2100	33416.6667
2116.6667	31050
2116.6667	31133.3333
2116.6667	33033.3333
2116.6667	33066.6667
2116.6667	33133.3333
2116.6667	33500
2116.6667	33666.6667
2116.6667	34650
2120.8333	31484.7222
2133.3333	31000
2133.3333	31500
2133.3333	33050
2133.3333	33133.3333
2133.3333	33583.3333
2133.3333	33650
2133.3333	35716.6667
2150	30483.3333
2150	33216.6667
2150	33450
2150	33483.3333
2150	33516.6667
2150	35700
2150.8333	31045
2166.6667	31666.6667
2166.6667	33350
2166.6667	33616.6667
2166.6667	35833.3333
2183.3333	30483.3333
2185.2778	30976.3889
2186.1111	31481.1111
2200	30466.6667
2200	30950
2200	31050
2200	31266.6667
2200	33866.6667
2201.6667	31278.0556
2216.6667	30466.6667
2233.3333	31466.6667
2233.3333	35850
2250	33866.6667
2250	34100
2250	34883.3333
2250	35033.3333
2259.7222	31467.7778
2266.6667	31016.6667
2266.6667	32233.3333
2266.6667	33900
2266.6667	34850
2266.6667	34916.6667
2283.3333	31633.3333
2283.3333	33883.3333
2283.3333	35700
2300	32266.6667
2300	33700
2300	33750
2300	33783.3333
2300	33816.6667
2300	33883.3333
2300	33916.6667
2300	35833.3333
2316.6667	34966.6667
2333.3333	31700
2333.3333	31733.3333
2333.3333	32333.3333
2333.3333	33683.3333
2333.3333	33783.3333
2333.3333	33800
2350	33816.6667
2350	33866.6667
2350	33916.6667
2366.6667	32166.6667
2366.6667	32483.3333
2366.6667	33616.6667
2378.6111	30785.8333
2383.3333	33000
2383.3333	33083.3333
2383.3333	33550
2383.3333	33683.3333
2383.3333	33750
2383.3333	34083.3333
2400	32066.6667
2400	32950
2400	33033.3333
2400	33550
2400	33600
2400	33633.3333
2400	33716.6667
2400	33750
2400	35500
2400	36400
2400.2778	30752.7778
2416.6667	30800
2416.6667	33716.6667
2416.6667	33733.3333
2432.7778	30717.5
2433.3333	30783.3333
2433.3333	30916.6667
2433.3333	31750
2433.3333	32933.3333
2433.3333	33700
2433.3333	34016.6667
2450	32116.6667
2450	32383.3333
2450	32433.3333
2450	32900
2450	33116.6667
2450	33533.3333
2450	33800
2450	33900
2451.6667	30713.0556
2466.6667	30700
2466.6667	31750
2466.6667	32516.6667
2466.6667	32633.3333
2466.6667	32883.3333
2466.6667	33516.6667
2466.6667	33550
2466.6667	33650
2469.4444	30688.8889
2477.5	30515
2478.8889	30663.6111
2481.9444	30675.5556
2483.3333	30700
2483.3333	31750
2483.3333	33050
2483.3333	33483.3333
2500	31733.3333
2500	31750
2500	32000
2500	32433.3333
2500	32816.6667
2500	32900
2500	33466.6667
2500	33566.6667
2500	33600
2500	33900
2500	33983.3333
2500	35600
2500	35883.3333
2509.4444	31019.1667
2509.7222	30500.8333
2516.6667	30533.3333
2516.6667	32150
2516.6667	32333.3333
2516.6667	32450
2516.6667	32666.6667
2516.6667	32716.6667
2516.6667	32766.6667
2516.6667	32900
2516.6667	33283.3333
2516.6667	33500
2516.6667	33966.6667
2523.3333	30536.6667
2533.3333	31233.3333
2533.3333	31700
2533.3333	32616.6667
2533.3333	33333.3333
2533.3333	33483.3333
2533.3333	33533.3333
2533.3333	33566.6667
2533.3333	33650
2533.3333	35566.6667
2538.0556	30616.6667
2538.3333	30542.5
2546.6667	30685.5556
2547.2222	30527.7778
2550	31700
2550	32066.6667
2550	32266.6667
2550	32550
2550	32733.3333
2550	32950
2550	33033.3333
2550	33050
2550	33116.6667
2550	33200
2550	33483.3333
2550	33883.3333
2550	36083.3333
2550	36766.6667
2553.3333	30517.2222
2553.3333	30588.8889
2560.5556	30739.1667
2566.6667	30850
2566.6667	30916.6667
2566.6667	31716.6667
2566.6667	32883.3333
2566.6667	33666.6667
2575.5556	30544.1667
2577.5	30897.5
2583.3333	30500
2583.3333	30983.3333
2583.3333	31000
2583.3333	31350
2583.3333	32733.3333
2583.3333	32916.6667
2583.3333	33200
2583.3333	33350
2583.3333	33616.6667
2583.3333	34183.3333
2583.3333	35466.6667
2585.2778	30500.8333
2600	30500
2600	30966.6667
2600	30983.3333
2600	31233.3333
2600	31566.6667
2600	31816.6667
2600	32883.3333
2600	32933.3333
2600	33000
2600	33450
2600	33516.6667
2600	33883.3333
2600	34250
2616.6667	30983.3333
2616.6667	31716.6667
2616.6667	31783.3333
2616.6667	31800
2616.6667	31833.3333
2616.6667	31850
2616.6667	32933.3333
2616.6667	33033.3333
2616.9444	31369.7222
2618.3333	31327.7778
2625	30481.9444
2631.9444	31308.8889
2632.2222	30933.8889
2633.3333	31733.3333
2633.3333	31816.6667
